BottleName,Price,Description,Link
"Most Wanted Lodi Zinfandel 2017, California","

£6.99                        ","The Most Wanted Zinfandel is grown in Lodi, in California's Central Valley, which is renowned for Zinfandel wines.","/wines/most-wanted-lodi-zinfandel-18976,/wines/most-wanted-lodi-zinfandel-18976,/wines/most-wanted-lodi-zinfandel-18976#reviews,/wines/most-wanted-lodi-zinfandel-18976"
Domaine Chofflet-Valdenaire Givry 2018,"

£16.99                        ","A fresh, vibrant, great-value red Burgundy. ","/wines/domaine-chofflet-valdenaire-givry-63073,/wines/domaine-chofflet-valdenaire-givry-63073,/wines/domaine-chofflet-valdenaire-givry-63073#reviews,/wines/domaine-chofflet-valdenaire-givry-63073"
Tapiz Malbec 2018,"

£10.99                        ",,"/wines/tapiz-malbec-2018-40221,/wines/tapiz-malbec-2018-40221,/wines/tapiz-malbec-2018-40221#reviews,/wines/tapiz-malbec-2018-40221"
"Bott Frigyes Pinot Noir 2018, Slovakia 2018","

£24.99                        ","Elegant and linear, it has bright red fruits, a touch of forest floor and hints of oak spice.","/wines/bott-frigyes-pinot-noir-21092,/wines/bott-frigyes-pinot-noir-21092,/wines/bott-frigyes-pinot-noir-21092"
"Cuvée 'Maurer' 2017 Maurer, Serbia","

£16.99                        ",If you're looking for old vines then you've come to the right place.,"/wines/cuvee-maurer-2018-maurer-serbia-21021,/wines/cuvee-maurer-2018-maurer-serbia-21021,/wines/cuvee-maurer-2018-maurer-serbia-21021"
"The Gatekeeper Red 2018, South Africa","

£9.99                        ","Kloovenburg may be the oldest estate in Swartland, but owner Pieter du Doit is tearing up the rulebook, creating innovative blends with lesser-known grape varieties.","/wines/the-gatekeeper-red-20404,/wines/the-gatekeeper-red-20404,/wines/the-gatekeeper-red-20404#reviews,/wines/the-gatekeeper-red-20404"
"Casillero del Diablo Merlot 2018, Chile","

£5.99                        ","A smooth, straightforward Merlot with smooth tannins, a full body and ripe notes of blackberries, chocolate and vanilla. Pair it with pasta, risotto and red meat.","/wines/casillero-del-diablo-merlot-39504,/wines/casillero-del-diablo-merlot-39504,/wines/casillero-del-diablo-merlot-39504#reviews,/wines/casillero-del-diablo-merlot-39504"
"Parcel Series Cabernet Sauvignon 2017, Napa Valley","

£15.99                        ","Rich and smooth with supple tannins, it has bold flavours of black cherry, plum and spices. Try it with rich red meat dishes or portobello mushrooms.","/wines/parcel-series-napa-valley-cabernet-sauvignon-2017-18755,/wines/parcel-series-napa-valley-cabernet-sauvignon-2017-18755,/wines/parcel-series-napa-valley-cabernet-sauvignon-2017-18755#reviews,/wines/parcel-series-napa-valley-cabernet-sauvignon-2017-18755"
Peter Lehmann 'The Barossan Grenache' 2017,"

£12.99                        ","In this wine, Peter Lehmann highlights this outstanding fruit in a subtle yet powerful drink. Expect notes of raspberries, cherries and pepper.","/wines/barossan-grenache-59199,/wines/barossan-grenache-59199,/wines/barossan-grenache-59199#reviews,/wines/barossan-grenache-59199"
"Domaine de Galuval 'Terre des Créations' 2016, Côtes du Rhône Villages","

£6.49                        ",Côtes du Rhône Villages is a step above Côtes du Rhône wines.,"/wines/domaine-de-galuval-cdrv-06582,/wines/domaine-de-galuval-cdrv-06582,/wines/domaine-de-galuval-cdrv-06582#reviews,/wines/domaine-de-galuval-cdrv-06582"
Le Prieure Saint Paul Corbieres 2017,"

£9.99                        ","Enjoy a powerful nose of dark fruits and garrigue herbs, along with gentle rose aromas.","/wines/prieure-saint-paul-corbieres-09526,/wines/prieure-saint-paul-corbieres-09526,/wines/prieure-saint-paul-corbieres-09526#reviews,/wines/prieure-saint-paul-corbieres-09526"
"Château Bertrand-Braneyre 2009, Haut-Médoc","

£10.99                        ","Château Bertrand-Braneyre is made less than ten minutes' drive from 'First Growth' Châteaux Lafite and Mouton Rothschild. Expect ripe black fruits, licorice, silky tannins and a rich, long finish.","/wines/chateau-bertrand-braneyre-61235,/wines/chateau-bertrand-braneyre-61235,/wines/chateau-bertrand-braneyre-61235#reviews,/wines/chateau-bertrand-braneyre-61235"
"Ryder Estate Pinot Noir 2017, California","

£8.99                        ","Sustainably made, berry-fruity Pinot Noir from the Central Coast, fast becoming California’s Pinot hotspot. Smooth. Silky. Concentrated. ","/wines/ryder-estate-pinot-noir-18980,/wines/ryder-estate-pinot-noir-18980,/wines/ryder-estate-pinot-noir-18980#reviews,/wines/ryder-estate-pinot-noir-18980"
"Folklore Mencía 2017, Bierzo","

£12.99                        ","Folklore Mencia is from a Bierzo. It's made from old-vine Mencía, a grape indigenous to this small region that's Spain's answer to Gamay (best known for Beaujolais).","/wines/folklore-menca-14772,/wines/folklore-menca-14772,/wines/folklore-menca-14772#reviews,/wines/folklore-menca-14772"
"Dominio de Morfeo Old Vine Tempranillo 2014, Toro","

£6.99                        ","Aged for two years in oak and three in the bottle, it's a rich, full-bodied red with notes of black fruits, hints of vanilla and softened tannins. ","/wines/dominio-de-morfeo-14771,/wines/dominio-de-morfeo-14771,/wines/dominio-de-morfeo-14771#reviews,/wines/dominio-de-morfeo-14771"
"Grant Burge 'The Holy Trinity' 2018, Barossa Valley","

£21.99                        ","The Holy Trinity: Grenache, Shiraz and Mourvèdre from old vines in the Barossa Valley. Soft, silky and bursting with red fruit and spice.","/wines/g-burge-holy-trinity-59210,/wines/g-burge-holy-trinity-59210,/wines/g-burge-holy-trinity-59210#reviews,/wines/g-burge-holy-trinity-59210"
"Montes ‘Alpha’ Cabernet 2018, Colchagua Valley","

£29.99                        ",Rich and layered Cabernet made by a winemaking legend of the Colchagua Valley.,"/wines/montes-alpha-anniversary-cabernet-sauvignon-39451,/wines/montes-alpha-anniversary-cabernet-sauvignon-39451,/wines/montes-alpha-anniversary-cabernet-sauvignon-39451#reviews,/wines/montes-alpha-anniversary-cabernet-sauvignon-39451"
"Thymiopoulos Xinomavro 2018/19, Greece","

£11.99                        ","Xinomavro is like Pinot Noir meets Barbaresco, with an excellent ability to age. Apostolos Thymiopoulos is the master of the grape. And he's exceeded expectations with this.","/wines/thymiopoulos-xinomavro-38050,/wines/thymiopoulos-xinomavro-38050,/wines/thymiopoulos-xinomavro-38050#reviews,/wines/thymiopoulos-xinomavro-38050"
Château Batailley Pauillac 2003,"

£54.99                        ","Château Batailley is an estate that doesn't rest on its laurels. From 1855 to the present day, their wines continue to be a favourite among critics.","/wines/chateau-batailley-pauillac-61248,/wines/chateau-batailley-pauillac-61248,/wines/chateau-batailley-pauillac-61248"
Trizanne 'Sondagskloof' Syrah 2018,"

£31.99                        ","The Syrah grape is one of the best-loved in South Africa, and for good reason.","/wines/trizanne-sondagskloof-syrah-20409,/wines/trizanne-sondagskloof-syrah-20409,/wines/trizanne-sondagskloof-syrah-20409"
"Petaluma 'B&V Vineyard' Shiraz 2018, Adelaide Hills","

£19.99                        ","One for the Shiraz enthusiasts, this is big, brooding and full of fragrant black pepper spice, dark fruits and mocha.","/wines/petaluma-bv-vineyard-shiraz-59215,/wines/petaluma-bv-vineyard-shiraz-59215,/wines/petaluma-bv-vineyard-shiraz-59215#reviews,/wines/petaluma-bv-vineyard-shiraz-59215"
Domaine Jean Chauvenet Nuits-Saint-Georges 2018/19,"

£29.99                        ",Expect complex notes of red berries. Pair with rich tomato pasta.,"/wines/domaine-jean-chauvenet-nuit-st-georges-63047,/wines/domaine-jean-chauvenet-nuit-st-georges-63047,/wines/domaine-jean-chauvenet-nuit-st-georges-63047#reviews,/wines/domaine-jean-chauvenet-nuit-st-georges-63047"
Château de Beaucastel Châteauneuf-du-Pape 2011,"

£69.99                        ",Sleek. Full of black fruits. An excellent vintage from one of Châteauneuf-du-Pape's finest estates.,"/wines/chateau-de-beaucastel-chateauneuf-du-pape-06161,/wines/chateau-de-beaucastel-chateauneuf-du-pape-06161,/wines/chateau-de-beaucastel-chateauneuf-du-pape-06161#reviews,/wines/chateau-de-beaucastel-chateauneuf-du-pape-06161"
"St Hallett 'Blackwell' Shiraz 2018, Barossa Valley","

£19.99                        ",St Hallet has grown to be one of the most respected Australian wineries. Expect notes of black forest fruit. Pair with roast lamb.,"/wines/hallett-blackwell-shiraz-59219,/wines/hallett-blackwell-shiraz-59219,/wines/hallett-blackwell-shiraz-59219#reviews,/wines/hallett-blackwell-shiraz-59219"
"Mont Tauch 'Les Garrigues' Marselan 2016, France","

£5.99                        ","Rich and intense, with notes of red fruit and oak. Try this with a roast dinner.","/wines/mont-tauch-les-garrigues-marselan-2016-france-9093,/wines/mont-tauch-les-garrigues-marselan-2016-france-9093,/wines/mont-tauch-les-garrigues-marselan-2016-france-9093#reviews,/wines/mont-tauch-les-garrigues-marselan-2016-france-9093"
"Las Campanas Reserva 2009, Navarra","

£6.49                        ",Taste 11 years of ageing in this fine and well-structured wine. Expect notes of black fruit and spice. Drink with lasagna.,"/wines/las-campanas-reserva-14778,/wines/las-campanas-reserva-14778,/wines/las-campanas-reserva-14778#reviews,/wines/las-campanas-reserva-14778"
Château Marzy Pomerol 2015/16,"

£27.99                        ","Can’t find a bargain in Bordeaux? How about this wine from Pomerol, the smallest appellation in the region? A real insider find – it won’t fail to wow you.","/wines/ch-marzy-pomerol-61180,/wines/ch-marzy-pomerol-61180,/wines/ch-marzy-pomerol-61180"
Domaine Lucien Lardy Beaujolais-Villages Blanc 2019,"

£7.99                        ","A smooth, delicate and citrussy Chardonnay made in a fiercely independent way in some of Beaujolais’ top vineyards. ","/wines/lardy-beaujolais-blanc-07018,/wines/lardy-beaujolais-blanc-07018,/wines/lardy-beaujolais-blanc-07018#reviews,/wines/lardy-beaujolais-blanc-07018"
El Circulo Rioja,"

£5.49                        ","This is a bright, easy-going Rioja with fresh notes of red fruit and hints of blackberry on the finish. Try it with a roast dinner.","/wines/el-circulo-rioja-14782,/wines/el-circulo-rioja-14782,/wines/el-circulo-rioja-14782#reviews,/wines/el-circulo-rioja-14782"
"Te Mata 'Coleraine' 2018, Hawkes Bay","

£54.99                        ",Te Mata make Coleraine from the finest grapes on their oldest vineyards.,"/wines/te-mata-coleraine-37456,/wines/te-mata-coleraine-37456,/wines/te-mata-coleraine-37456#reviews,/wines/te-mata-coleraine-37456"
Domaine La Rèze Organic Minervois 2016,"

£6.99                        ",Blackcurrant. Thyme. Chocolate. Charming and delicate organic wine from 'the jewel of Minervois'.,"/wines/de-la-reze-organic-minervois-09094,/wines/de-la-reze-organic-minervois-09094,/wines/de-la-reze-organic-minervois-09094#reviews,/wines/de-la-reze-organic-minervois-09094"
"Eileen Hardy Shiraz 2016, McLaren Vale","

£24.99                        ",The cream-of-the-crop Shiraz from the world-famous Hardys winery. ,"/wines/eileen-hardy-shiraz-2016-59223,/wines/eileen-hardy-shiraz-2016-59223,/wines/eileen-hardy-shiraz-2016-59223#reviews,/wines/eileen-hardy-shiraz-2016-59223"
"Bodegas Alion 2017, Ribera del Duero","

£79.99                        ",Intense and rich wine from a pioneering winery in the Ribera del Duero.,"/wines/alion-2017-14791,/wines/alion-2017-14791,/wines/alion-2017-14791"
"Wynns Coonawarra Estate 'Black Label' Cabernet Sauvignon 2018/19, Coonawarra","

£24.99                        ","Flavours of dark cherry, lavender and mint that are great with fish tacos.","/wines/wynns-black-label-cab-sauv-59226,/wines/wynns-black-label-cab-sauv-59226,/wines/wynns-black-label-cab-sauv-59226"
"Robert Oatley 'Signature Series' Cabernet Sauvignon 2018, Margaret River","

£12.99                        ",A great-value Margaret River Cabernet. Elegant black-fruit flavour and ripe tannins.,"/wines/robert-oatley-cab-sauv-59234,/wines/robert-oatley-cab-sauv-59234,/wines/robert-oatley-cab-sauv-59234#reviews,/wines/robert-oatley-cab-sauv-59234"
"Carmel 'Selected' Mediterranean Blend 2019, Israel","

£12.99                        ","Expect a ripe, fruity red with flavours of black plums, red berries and fragrant herbs. A fantastic match for rich roast chicken.","/wines/carmel-mediterranean-red-38052,/wines/carmel-mediterranean-red-38052,/wines/carmel-mediterranean-red-38052#reviews,/wines/carmel-mediterranean-red-38052"
"Chateau d’Issan 2013, Margaux","

£52.99                        ","Tobacco, cedar and chocolate flavours, plus fine tannins, make it a superb match for beef, lamb or game.","/wines/chateau-dissan-2013-61292,/wines/chateau-dissan-2013-61292,/wines/chateau-dissan-2013-61292"
Bodegas Riojanas 'Viña Albina' Rioja Gran Reserva 2001,"

£34.99                        ","Gloriously indulgent flavours of dried red fruit, cocoa, maple and brown sugar that are great with game birds.","/wines/vina-albina-gran-reserva-2001-14813,/wines/vina-albina-gran-reserva-2001-14813,/wines/vina-albina-gran-reserva-2001-14813"
Clarendelle Bordeaux Rouge 2012,"

£14.39                        ","This is a complex and fruity wine with ripe berry flavours, fresh acidity, silky tannins and a long persistent finish.","/wines/clarendelle-bdx-rouge-02168,/wines/clarendelle-bdx-rouge-02168,/wines/clarendelle-bdx-rouge-02168"
Romancero Rioja Crianza 2017,"

£5.99                        ",Expect notes of strawberry and liquorice and soft tannins that are great with tapas or medium cheeses.   ,"/wines/rioja-romancero-crianza-14784,/wines/rioja-romancero-crianza-14784,/wines/rioja-romancero-crianza-14784"
"Mayu 'Titon Vineyard' Syrah Gran Reserva 2017, Chile","

£9.99                        ","It’s rich and silky with intense notes of ripe red fruit, spice and vanilla. Enjoy it with grilled lamb and hearty vegetarian dishes. ","/wines/mayu-syrah-gran-reserva-39462,/wines/mayu-syrah-gran-reserva-39462,/wines/mayu-syrah-gran-reserva-39462"
Lay and Wheeler 2014 Paulliac,"

£25.00                        ",It not only represents amazing value it is a classic example of Pauillac with intense blackcurrant fruit flavours with fine notes of graphite and cedar.,"/wines/lay-and-wheeler-2012-paulliac-01205,/wines/lay-and-wheeler-2012-paulliac-01205,/wines/lay-and-wheeler-2012-paulliac-01205#reviews,/wines/lay-and-wheeler-2012-paulliac-01205"
Côtes du Rhône 2019 Remy Ferbras,"

£5.99                        ","Showing gorgeous, succulent notes of red and black berry fruit flavours and a warming hint of spiciness. Soft and supple tannins contribute to a long and rounded finish.","/wines/cotes-du-rhone-2015-remy-ferbras-06058,/wines/cotes-du-rhone-2015-remy-ferbras-06058,/wines/cotes-du-rhone-2015-remy-ferbras-06058#reviews,/wines/cotes-du-rhone-2015-remy-ferbras-06058"
Corolla Nero d'Avola 2018 Sicily,"

£5.99                        ","Inky, pumping with black fruits and deliciously silky, Nero D'avola's Sicily's answer to Malbec. You're in for buckets of fruit.","/wines/corolla-nero-davola-13241,/wines/corolla-nero-davola-13241,/wines/corolla-nero-davola-13241#reviews,/wines/corolla-nero-davola-13241"
Allegrini Amarone della Valpolicella Classico DOCG 2016/17,"

£67.99                        ",Expect intense notes of ripe dark fruit and spice. Try it with a fillet steak or Italian-style braised beef stew.,"/wines/amarone-13743,/wines/amarone-13743,/wines/amarone-13743#reviews,/wines/amarone-13743"
"Château de Pennautier 'Esprit de Pennautier' 2016/17, Cabardès","

£12.99                        ","An intensely aromatic blend of old-vine Syrah with Bordeaux varieties. Expect notes of black fruits, cacao, a hint of mint and elegant tannins. Wonderful with duck in a port and orange jus.","/wines/esprit-de-pennautier-09033,/wines/esprit-de-pennautier-09033,/wines/esprit-de-pennautier-09033#reviews,/wines/esprit-de-pennautier-09033"
"Domaine Les Yeuses 'Les Epices' Syrah 2018/19, Languedoc","

£9.99                        ","Wonderfully spicy and perfumed Shiraz, with a soft elegance.","/wines/domaine-les-yeuses-les-epices-syrah-09463,/wines/domaine-les-yeuses-les-epices-syrah-09463,/wines/domaine-les-yeuses-les-epices-syrah-09463#reviews,/wines/domaine-les-yeuses-les-epices-syrah-09463"
Finca Nova Tempranillo 2019/20,"

£4.99                        ","Classic notes of dark cherry and blackcurrant are lifted by a hint of dried flowers and spice. Superbly balanced, the fruits of the forest flavours are perfectly complemented by soft tannins.","/wines/finca-nova-tempranillo-2016-14556,/wines/finca-nova-tempranillo-2016-14556,/wines/finca-nova-tempranillo-2016-14556"
Marques de Postulado Rioja,"

£5.49                        ",,"/wines/marques-de-postulado-rioja-14620,/wines/marques-de-postulado-rioja-14620,/wines/marques-de-postulado-rioja-14620"
"Ridge East Bench Zinfandel 2018/19, Sonoma County","

£32.99                        ","The palate is layered with dark cherry and black currant fruit, mineral, and cocoa. Balanced acidity with fine tannins on the finish.","/wines/ridge-east-bench-zinfandel-18738,/wines/ridge-east-bench-zinfandel-18738,/wines/ridge-east-bench-zinfandel-18738#reviews,/wines/ridge-east-bench-zinfandel-18738"
Fernlands Pinot Noir 2013 Marlborough,"

£9.99                        ","On the palate are flavours of dark berry fruits, lifted by the added punch of crushed pink-peppercorns, which are anchored by savoury, gamey undertones.","/wines/fernlands-pinot-noir-2013-marlborough-97041,/wines/fernlands-pinot-noir-2013-marlborough-97041,/wines/fernlands-pinot-noir-2013-marlborough-97041"
"Saint Clair Pioneer Block Pinot Noir 2019/20, Marlborough","

£19.99                        ","Bright ruby in colour, aromas of raspberry and plum are complemented by a touch of spice. A luscious and soft palate with flavours of redcurrant, cherries and an added warmth from time in oak barrels.","/wines/saint-clair-pioneer-block-pinot-noir-37180,/wines/saint-clair-pioneer-block-pinot-noir-37180,/wines/saint-clair-pioneer-block-pinot-noir-37180#reviews,/wines/saint-clair-pioneer-block-pinot-noir-37180"
"Escarpment 'Kiwa' Pinot Noir 2016, Martinborough","

£32.39                        ","Already delicious this will develop further, if you can resist it, for up to 10 years.","/wines/escarpment-kiwa-pinot-noir-2016-martinborough-37410,/wines/escarpment-kiwa-pinot-noir-2016-martinborough-37410,/wines/escarpment-kiwa-pinot-noir-2016-martinborough-37410#reviews,/wines/escarpment-kiwa-pinot-noir-2016-martinborough-37410"
"Rustenberg ‘Peter Barlow’ 2017, Stellenbosch","

£30.00                        ","Expect concentrated flavours of cassis, black cherries and herbs. Try with a grilled steak. ","/wines/rustenberg-peter-barlow-cabernet-sauvignon-2015-stellenbosch-20271,/wines/rustenberg-peter-barlow-cabernet-sauvignon-2015-stellenbosch-20271,/wines/rustenberg-peter-barlow-cabernet-sauvignon-2015-stellenbosch-20271#reviews,/wines/rustenberg-peter-barlow-cabernet-sauvignon-2015-stellenbosch-20271"
"Château Lynch-Moussas 2013, Pauillac","

£39.99                        ","This is a bold and fruity Pauillac, with flavours of blackcurrant, blackberry, oak, tobacco and cedar. As it's now deliciously mature, it has well-integrated tannins which won't overpower lamb.   ","/wines/chateau-lynch-moussas-02187,/wines/chateau-lynch-moussas-02187,/wines/chateau-lynch-moussas-02187#reviews,/wines/chateau-lynch-moussas-02187"
Le Vassal de Mercues Malbec Cahors 2015/16,"

£7.99                        ","Powerful flavours of black cherry, redcurrants and spices will indulge your palate to make every sip more inviting.","/wines/le-vassal-de-mercues-malbec-cahors-2016-09109,/wines/le-vassal-de-mercues-malbec-cahors-2016-09109,/wines/le-vassal-de-mercues-malbec-cahors-2016-09109#reviews,/wines/le-vassal-de-mercues-malbec-cahors-2016-09109"
Penfolds RWT 2017,"

£130.00                        ","One of the best expressions of Barossa Shiraz around, the RWT is aged in French oak, and is fleshier and more opulent than Penfolds Grange. Its rich and full-bodied, with notes of red fruit, spice and black pepper. ","/wines/penfolds-bin-789-rwt-2017-59127,/wines/penfolds-bin-789-rwt-2017-59127,/wines/penfolds-bin-789-rwt-2017-59127"
"Kutch Pinot Noir 2016, Sonoma Coast","

£41.99                        ",Jamie Kutch fled to California to make wine just 14 years ago. But he's already swimming in praise.,"/wines/kutch-pinot-noir-sonoma-18716,/wines/kutch-pinot-noir-sonoma-18716,/wines/kutch-pinot-noir-sonoma-18716#reviews,/wines/kutch-pinot-noir-sonoma-18716"
"Napa Family Vineyards Cabernet Sauvignon 2017, Napa Valley","

£12.99                        ",To secure you a Napa Valley Cabernet Sauvignon from a prestigious winery at gob-smacking value - we promised to keep the source secret.,"/wines/napa-family-vineyards-cab-18742,/wines/napa-family-vineyards-cab-18742,/wines/napa-family-vineyards-cab-18742#reviews,/wines/napa-family-vineyards-cab-18742"
Argento Malbec 2018 Mendoza,"

£6.99                        ","Ripe bramble and spicy blackberry notes on the nose are echoed on the richly textured palate, with hints of vanilla oak and balanced acidity on the finish.","/wines/argento-malbec-40016,/wines/argento-malbec-40016,/wines/argento-malbec-40016#reviews,/wines/argento-malbec-40016"
"Aussimento 'Double Pass' Shiraz 2018, Australia","

£9.99                        ",Thought you knew juicy Australian wine? This is as rich as they come.,"/wines/double-pass-aussimento-shiraz-59097,/wines/double-pass-aussimento-shiraz-59097,/wines/double-pass-aussimento-shiraz-59097#reviews,/wines/double-pass-aussimento-shiraz-59097"
"Mancura Reserve Carignan 2018, Chile","

£5.99                        ","Flavours of dark chocolate, coffee and candied fruits, with a persistent finish. Recommended with grilled red meats, game birds, pulses, stews, seasoned dishes and beef pasties.","/wines/mancura-reserve-carignan-39415,/wines/mancura-reserve-carignan-39415,/wines/mancura-reserve-carignan-39415#reviews,/wines/mancura-reserve-carignan-39415"
Vina Ardanza Rioja Reserva Magnum 2010,"

£36.99                        ","A heady blend of Tempranillo and Garnacha, from 30-year-old vines, and aged for three years in American oak barrels, it's one of the finest expressions of Rioja Reserva you're likely to taste.","/wines/vina-ardanza-rioja-reserva-magnum-2010-14755,/wines/vina-ardanza-rioja-reserva-magnum-2010-14755,/wines/vina-ardanza-rioja-reserva-magnum-2010-14755#reviews,/wines/vina-ardanza-rioja-reserva-magnum-2010-14755"
"Torbreck 'Runrig' Shiraz 2012/2014, Barossa Valley","

£162.00                        ","Torbreck's Runrig Shiraz is blended with a dash of Viognier. So it's reminiscent of a structured, fragrant Côte Rôtie with some added Australian power.","/wines/torbreck-runrig-shiraz-59152,/wines/torbreck-runrig-shiraz-59152,/wines/torbreck-runrig-shiraz-59152"
"Botham ‘79 Series’ Malbec 2019, Mendoza","

£6.99                        ","This is a rich and full Malbec, with notes of black fruits and vanilla, and a zippy acidity that's great with steak.   ","/wines/botham-series-79-malbec-40240,/wines/botham-series-79-malbec-40240,/wines/botham-series-79-malbec-40240#reviews,/wines/botham-series-79-malbec-40240"
Colle Massari Rigoleto Rosso DOC Montecucco Organic 2018,"

£9.99                        ","This organic blend, featuring a hefty 70% Sangiovese, is made in Montecucco a stone's throw from Montalcino.","/wines/rigoleto-rosso-organic-13973,/wines/rigoleto-rosso-organic-13973,/wines/rigoleto-rosso-organic-13973"
"Bott Frigyes Kékfrankos 2018, Slovakia","

£24.99                        ","Reminiscent of the finest cru Beaujolais, it has perfumed notes of raspberry and sour cherry, refined minerals and a fresh acidity.","/wines/bott-frigyes-kekfrankos-2018-slovakia-21036,/wines/bott-frigyes-kekfrankos-2018-slovakia-21036,/wines/bott-frigyes-kekfrankos-2018-slovakia-21036#reviews,/wines/bott-frigyes-kekfrankos-2018-slovakia-21036"
"Domaine Gayda 'En Passant Rouge' 2019, Languedoc","

£7.99                        ","Domaine Gayda, under the advice of Marc Kent, the man behind The Chocolate Block, makes 'En Passant' with different grape varities on different vineyards every year.","/wines/en-passant-rouge-09147,/wines/en-passant-rouge-09147,/wines/en-passant-rouge-09147#reviews,/wines/en-passant-rouge-09147"
"Château Bel-Orme Tronquoy de Lalande 2006 Magnum, Haut-Médoc","

£27.99                        ",The family behind the wine also owns Château Rauzan-Gassies - a winery recognised as a 'Second Growth' in the legendary 1855 Bordeaux classification.,"/wines/chateau-bel-orme-tronquoy-de-lalande-61219,/wines/chateau-bel-orme-tronquoy-de-lalande-61219,/wines/chateau-bel-orme-tronquoy-de-lalande-61219#reviews,/wines/chateau-bel-orme-tronquoy-de-lalande-61219"
"Trizanne 'TSW' Cinsault 2020, South Africa","

£6.99                        ","Trizanne Barnard earned her stripes at the iconic Klein Constantia winery. In 2008, she went her own way.","/wines/trizanne-tsw-cinsault-20425,/wines/trizanne-tsw-cinsault-20425,/wines/trizanne-tsw-cinsault-20425#reviews,/wines/trizanne-tsw-cinsault-20425"
"Château Senejac 2016, Haut-Médoc","

£15.99                        ","Château Sénéjac is a prime location for perfectly ripened Cabernet Sauvignon, and the esteemed Cordier family adds dashes of Merlot, Cabernet Franc and Petit Verdot.","/wines/ch-senejac-2016-61250,/wines/ch-senejac-2016-61250,/wines/ch-senejac-2016-61250#reviews,/wines/ch-senejac-2016-61250"
"Saint Clair 'Pioneer Block' Cabernet Merlot 2019, Hawkes Bay","

£14.99                        ","For this wine, both the Cabernet Sauvignon and the Merlot grapes were sourced from a single vineyard in Hawkes Bay. Discover notes of plums, blackcurrant and blackberries. Enjoy with slow-cooked beef.","/wines/st-clair-pioneer-block-cabernet-merlot-37492,/wines/st-clair-pioneer-block-cabernet-merlot-37492,/wines/st-clair-pioneer-block-cabernet-merlot-37492"
Le Caillou IGP Perigord 2019,"

£6.99                        ",Perigord is an under-the-radar appellation close to Bordeaux. You can find claret doppelgängers here at great value.,"/wines/le-caillou-igp-perigord-09083,/wines/le-caillou-igp-perigord-09083,/wines/le-caillou-igp-perigord-09083#reviews,/wines/le-caillou-igp-perigord-09083"
"Brunello di Montalcino DOCG 2014 Il Poggione, Italy","

£35.99                        ","Il Poggione is steeped in history. When you try the power, complex and earthy notes of this Brunello - you're sure to agree.","/wines/il-poggione-brunello-13908,/wines/il-poggione-brunello-13908,/wines/il-poggione-brunello-13908#reviews,/wines/il-poggione-brunello-13908"
Brio de Cantenac Brown Margaux 2005,"

£44.99                        ",This is the estate's second wine. But it's certainly not second best. Expect intense notes of raspberry and cherry that go excellently with braised lamb.,"/wines/brio-de-cantenac-brown-61227,/wines/brio-de-cantenac-brown-61227,/wines/brio-de-cantenac-brown-61227#reviews,/wines/brio-de-cantenac-brown-61227"
"Château Cascadais 2016, Corbières","

£8.99                        ","A great-value red by members of the prestigious Thienpont family in the sunny South of France. It has flavours of cherry, liquorice, tobacco and spice, and a long finish. Pair this with a Cassoulet.","/wines/ch-cascadais-corbieres-09087,/wines/ch-cascadais-corbieres-09087,/wines/ch-cascadais-corbieres-09087#reviews,/wines/ch-cascadais-corbieres-09087"
"Fable Mountain 'The Raptor Post' Red 2017, South Africa","

£6.49                        ","In the rugged slopes of the Witzenberg Mountain range, you'll find leopards hiding, jackal buzzards circling and baboons playing.","/wines/the-raptor-post-red-20440,/wines/the-raptor-post-red-20440,/wines/the-raptor-post-red-20440#reviews,/wines/the-raptor-post-red-20440"
Chateau Tour Bel-Air Fronsac 2016,"

£12.99                        ","Great wine-making runs in the family at this winery. With vineyards in both Bordeaux and Fronsac, their desire to continue their heritage of world-class winemaking remains a constant.","/wines/chateau-tour-bel-air-fronsac-61247,/wines/chateau-tour-bel-air-fronsac-61247,/wines/chateau-tour-bel-air-fronsac-61247#reviews,/wines/chateau-tour-bel-air-fronsac-61247"
"Escarpment 'Kupe' Pinot Noir 2018, Martinborough","

£38.99                        ","The area is ideal for growing Pinot Noir. In his rendition of this delicate grape, expect fresh flavours and soft tannins. Wonderful with roast chicken.","/wines/escarpment-kupe-pinot-noir-37508,/wines/escarpment-kupe-pinot-noir-37508,/wines/escarpment-kupe-pinot-noir-37508"
"Single Vision Pinotage 2020, Western Cape","

£5.99                        ",This Pinotage boasts a palate of fresh red fruits such as strawberries and cranberries. ,"/wines/single-vision-pinotage-2020-20398,/wines/single-vision-pinotage-2020-20398,/wines/single-vision-pinotage-2020-20398#reviews,/wines/single-vision-pinotage-2020-20398"
"Tenuta Frescobaldi di Castiglioni 2018, Tuscany","

£15.99                        ","This is an excellent Super Tuscan that has notes of black fruit, pepper and liquorice and a long finish. Try this with mature cheese.","/wines/tenuta-frescobaldi-13978,/wines/tenuta-frescobaldi-13978,/wines/tenuta-frescobaldi-13978#reviews,/wines/tenuta-frescobaldi-13978"
"Château de Sales 2011, Pomerol","

£27.99                        ",Château de Sales has been in the hands of the same family since 1464. Expertise has been passed down the generations for over 500 years.,"/wines/ch-de-sales-pomerol-61243,/wines/ch-de-sales-pomerol-61243,/wines/ch-de-sales-pomerol-61243#reviews,/wines/ch-de-sales-pomerol-61243"
